City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
594,Semporna,4.4818,118.6112,86.05,66,81,4.9,MY,2022-07-28 04:06:40
595,Kerman,30.2832,57.0788,80.46,57,40,4.61,IR,2022-07-28 04:06:40
596,Uspenka,48.3903,39.1619,73.65,63,5,4.83,UA,2022-07-28 04:06:41
597,Makat,47.6469,53.3463,84.04,33,67,3.91,KZ,2022-07-28 04:06:41
598,Honningsvag,70.9821,25.9704,47.95,87,100,18.41,NO,2022-07-28 04:06:41
599,Sechura,-5.5569,-80.8222,63.52,82,25,15.28,PE,2022-07-28 04:06:42
600,Puerto Escondido,15.85,-97.0667,78.53,85,78,3.13,MX,2022-07-28 04:05:07
601,Naraina,26.7833,75.2,82.71,76,91,13.85,IN,2022-07-28 04:06:42
602,Ottumwa,41.02,-92.4113,71.89,81,0,4.61,US,2022-07-28 04:05:38
603,Lebedinyy,58.5167,125.5167,83.57,43,20,2.51,RU,2022-07-28 04:06:42
604,Kolobrzeg,54.1757,15.5834,62.96,64,28,12.88,PL,2022-07-28 04:06:43
605,Sandpoint,48.2766,-116.5533,80.02,67,0,1.01,US,2022-07-28 04:02:53
606,Morro Bay,35.3658,-120.8499,73.18,84,21,4.43,US,2022-07-28 04:04:58
607,Beatrice,40.2681,-96.747,77.09,73,0,0.0,US,2022-07-28 04:06:43
608,Statesville,35.7826,-80.8873,78.89,94,0,0.0,US,2022-07-28 04:06:44
609,Ust-Kut,56.7938,105.7672,57.42,98,100,6.78,RU,2022-07-28 04:06:44
610,Camacha,33.0833,-16.3333,67.42,83,40,13.8,PT,2022-07-28 04:02:35
611,Churapcha,62.0025,132.4325,88.63,33,16,6.67,RU,2022-07-28 04:06:44
612,Anakapalle,17.6833,83.0167,85.95,61,61,2.82,IN,2022-07-28 04:06:45
613,Port Moresby,-9.4431,147.1797,80.29,80,84,20.11,PG,2022-07-28 04:06:45
614,Tezu,27.9167,96.1667,79.32,96,99,0.98,IN,2022-07-28 04:06:45
615,Pacific Grove,36.6177,-121.9166,62.82,87,0,8.01,US,2022-07-28 04:06:46
616,Port Blair,11.6667,92.75,84.85,70,89,7.63,IN,2022-07-28 04:06:46
617,Odweyne,9.4092,45.064,70.68,51,30,19.44,SO,2022-07-28 04:06:46
618,Igrim,63.1906,64.4162,68.04,49,2,3.74,RU,2022-07-28 04:06:47
619,Ca Mau,9.1769,105.15,89.15,62,75,4.38,VN,2022-07-28 04:06:47
620,Dire Dawa,9.5931,41.8661,69.98,59,56,15.01,ET,2022-07-28 04:06:47
621,Bonavista,48.6499,-53.1147,59.47,93,9,9.22,CA,2022-07-28 04:06:48
622,Taoudenni,22.6783,-3.9836,97.03,6,8,19.08,ML,2022-07-28 04:06:48
623,Hohhot,40.8106,111.6522,78.37,41,0,5.41,CN,2022-07-28 04:06:49
624,Granadilla De Abona,28.1188,-16.576,76.98,62,0,4.61,ES,2022-07-28 04:06:49
625,Rock Sound,24.9,-76.2,81.73,80,0,19.46,BS,2022-07-28 04:06:49
626,Labuhan,-6.8844,112.2051,86.47,60,99,7.49,ID,2022-07-28 04:06:50
627,Kaka,37.3482,59.6143,91.29,23,0,1.61,TM,2022-07-28 04:06:50
628,Kiama,-34.6833,150.8667,69.39,51,12,11.99,AU,2022-07-28 04:06:50
629,Sinnamary,5.3833,-52.95,76.42,88,96,5.32,GF,2022-07-28 04:06:51
630,Kanina,-10.7341,25.4699,54.3,52,93,6.35,CD,2022-07-28 04:06:51
631,Maniitsoq,65.4167,-52.9,41.23,85,39,9.93,GL,2022-07-28 04:06:51
632,Marsa Matruh,31.3525,27.2453,76.91,67,0,4.83,EG,2022-07-28 04:06:52
633,Guane,22.2025,-84.0875,77.65,88,68,5.79,CU,2022-07-28 04:06:52
634,Abu Samrah,35.3029,37.1841,79.05,39,0,5.06,SY,2022-07-28 04:06:52
635,Maragogi,-9.0122,-35.2225,71.46,89,56,4.83,BR,2022-07-28 04:06:53
636,Ferme-Neuve,46.7001,-75.4493,62.92,83,65,3.47,CA,2022-07-28 04:06:53
637,Malibu,34.005,-118.8101,77.56,72,5,5.37,US,2022-07-28 04:07:53
638,Banjar,-8.19,114.9675,86.68,61,56,2.93,ID,2022-07-28 04:07:54
639,Pokhara,28.2333,83.9833,71.78,97,100,0.81,NP,2022-07-28 04:07:23
640,Bubaque,11.2833,-15.8333,79.9,77,99,7.23,GW,2022-07-28 04:07:54
641,Kamaishi,39.2667,141.8833,78.04,81,36,4.47,JP,2022-07-28 04:07:54
642,Batagay-Alyta,67.8006,130.4114,82.99,38,21,2.37,RU,2022-07-28 04:07:55
643,Alekseyevsk,57.8406,108.3492,67.17,82,100,0.6,RU,2022-07-28 04:07:55
644,Comodoro Rivadavia,-45.8667,-67.5,44.46,42,0,18.41,AR,2022-07-28 04:07:55
645,Santa Maria,-29.6842,-53.8069,64.47,88,95,4.81,BR,2022-07-28 04:07:56
646,Palana,59.1167,159.9667,51.93,79,78,10.69,RU,2022-07-28 04:07:56
647,Barretos,-20.5572,-48.5678,65.14,44,1,6.22,BR,2022-07-28 04:07:56
648,Sawai Madhopur,25.9833,76.3667,79.77,79,100,12.68,IN,2022-07-28 04:07:57
649,Luena,-11.7833,19.9167,48.51,45,99,3.69,AO,2022-07-28 04:07:57
650,Redmond,47.674,-122.1215,84.97,63,79,4.29,US,2022-07-28 04:03:41
651,Shingu,33.7333,135.9833,85.3,69,35,6.71,JP,2022-07-28 04:07:57
652,Robinson,31.4677,-97.1147,89.6,56,0,14.97,US,2022-07-28 04:07:58
653,Chlorakas,34.8042,32.4083,74.28,38,0,4.61,CY,2022-07-28 04:07:58
654,Williams Lake,52.1415,-122.1445,76.93,44,0,2.51,CA,2022-07-28 04:07:59
655,Juegang,32.3174,121.1855,89.35,72,0,7.47,CN,2022-07-28 04:07:59
656,San Cristobal,7.7669,-72.225,66.38,94,52,2.19,VE,2022-07-28 04:07:59
657,Dalby,-27.1833,151.2667,61.5,39,0,4.16,AU,2022-07-28 04:08:00
658,Guiratinga,-16.3494,-53.7583,66.31,37,0,3.91,BR,2022-07-28 04:08:00
659,Lakatoro,-16.0999,167.4164,81.5,74,96,5.93,VU,2022-07-28 04:08:00
660,Villa Union,23.2,-106.2333,85.01,79,100,0.0,MX,2022-07-28 04:08:01
661,Hayden,47.766,-116.7866,85.15,47,0,3.44,US,2022-07-28 04:08:01
662,Rosetta,31.4044,30.4164,77.27,72,0,2.66,EG,2022-07-28 04:08:01
663,Batticaloa,7.7102,81.6924,82.49,70,95,3.89,LK,2022-07-28 04:08:02
664,Mbale,1.0821,34.175,63.03,91,77,3.4,UG,2022-07-28 04:08:02
665,Tete,-16.1564,33.5867,51.89,93,20,0.0,MZ,2022-07-28 04:06:08
666,Acambay,19.9558,-99.8417,50.22,95,100,3.6,MX,2022-07-28 04:03:03
667,Qaqortoq,60.7167,-46.0333,41.7,89,14,1.95,GL,2022-07-28 04:08:02
668,Kaupanger,61.1845,7.2404,46.89,93,20,0.0,NO,2022-07-28 04:08:03
669,Tha Maka,13.9,99.7667,87.91,57,89,4.54,TH,2022-07-28 04:08:03
670,Emerald,-23.5333,148.1667,65.34,42,0,13.18,AU,2022-07-28 04:08:03
